,correct_sentence,wrong_sentence
2190,철수는 영희를 흰 손을 잡았다.,철수는영희를흰손을잡았다.
2191,벽이 흐물거렸다.,벽이흐물거렸다.
2192,벽이 흐물하였다.,벽이흐물하였다.
2193,아버지가 영이를 못 만나게 한다.,아버지가영이를못만나게한다.
2194,아버지가 영이를 못 만났게 한다.,아버지가영이를못만났게한다.
2195,개가 고기를 물어 갔다.,개가고기를물어갔다.
2196,개가 내 다리를 물어 갔다.,개가내다리를물어갔다.
2197,그 사람 퍽 인상적이었지?,그사람퍽인상적이었지?
2198,그 사람 퍽 인상적이었니?,그사람퍽인상적이었니?
2199,그 사람이 잘된 것이 나를 고맙게 한다.,그사람이잘된것이나를고맙게한다.
2200,그 사람이 잘된 것이 나한테 고맙게 한다.,그사람이잘된것이나한테고맙게한다.
2201,졸리워야 들어가거라. 장조림이라도 해드려야지.,졸리워야들어가거라.장조림이라도해드려야지.
2202,박 씨는 사표를 내던졌다. 나 역시 그렇게 하고 싶었지만 용기를 낼 수 없었다.,박씨는사표를내던졌다.나역시그렇게하고싶었지만용기를낼수없었다.
2203,과연 철수가 똑똑해라.,과연철수가똑똑해라.
2204,영희가 눈이 높다.,영희가눈이높다.
2205,영희의 눈이 높다.,영희의눈이높다.
2206,사랑이 목사님에 의해 이루어져 간다.,사랑이목사님에의해이루어져간다.
2207,사랑이 목사님에 의해 이루어 가진다.,사랑이목사님에의해이루어가진다.
2208,학생들이 그 강의실에서는 세미나를 해도 좋다.,학생들이그강의실에서는세미나를해도좋다.
2209,철수는 땅에 금을 그어 주었다.,철수는땅에금을그어주었다.
2210,철수는 영희에게 땅에 금을 그어 주었다.,철수는영희에게땅에금을그어주었다.
2211,선생님이 그럴 리가 없어.,선생님이그럴리가없어.
2212,선생님이 그럴 이럴 리가 없어.,선생님이그럴이럴리가없어.
2213,영이가 토끼를 그물로 잡았다.,영이가토끼를그물로잡았다.
2214,토끼가 영이에게 그물로 잡혔다.,토끼가영이에게그물로잡혔다.
2215,목욕하다가 '불이야!' 하는 소리에 그대로 뛰쳐나왔지.,목욕하다가'불이야!'하는소리에그대로뛰쳐나왔지.
2216,목욕했다가 '불이야!' 하는 소리에 그대로 뛰쳐나왔지.,목욕했다가'불이야!'하는소리에그대로뛰쳐나왔지.
2217,아무도 몰인정하지 않다.,아무도몰인정하지않다.
2218,아무도 몰인정하다.,아무도몰인정하다.
2219,어제 백화점에서 본 텔레비전이 삼성이다.,어제백화점에서본텔레비전이삼성이다.
2220,삼성이 어제 백화점에서 본 텔레비전이다.,삼성이어제백화점에서본텔레비전이다.
2221,내가 당신과 결혼하고 싶소.,내가당신과결혼하고싶소.
2222,나와 당신이 결혼하고 싶소.,나와당신이결혼하고싶소.
2223,철수는 자기가 그 일을 하겠다고 생각했다.,철수는자기가그일을하겠다고생각했다.
2224,이곳에서의 생활은 비교적 안정되어 있었다.,이곳에서의생활은비교적안정되어있었다.
2225,이곳에서 생활은 비교적 안정되어 있었다.,이곳에서생활은비교적안정되어있었다.
2226,나는 그가 자랑스러워서 마음이 흐뭇했다.,나는그가자랑스러워서마음이흐뭇했다.
2227,나는 그가 부러워서 마음이 흐뭇했다.,나는그가부러워서마음이흐뭇했다.
2228,순이가 큰 선물을 바랐다.,순이가큰선물을바랐다.
2229,순이가 큰 선물 바랐다.,순이가큰선물바랐다.
2230,포수가 범을 죽였다.,포수가범을죽였다.
2231,포수가 범에게 죽였다,포수가범에게죽였다
2232,철수는 아픈데도 병원에조차 가지 않았다.,철수는아픈데도병원에조차가지않았다.
2233,철수는 아픈데도 극장에조차 갔다.,철수는아픈데도극장에조차갔다.
2234,그의 불손함을 보니 노여운 생각이 난다.,그의불손함을보니노여운생각이난다.
2235,나는 그 여자를 사랑하길래 더 이상 그 여자를 만나지 않았어.,나는그여자를사랑하길래더이상그여자를만나지않았어.
2236,철수가 영호와 서로 도왔다.,철수가영호와서로도왔다.
2237,철수가 영호와 서로를 도왔다.,철수가영호와서로를도왔다.
2238,걸음아 날 살려라 하고 내뺐다.,걸음아날살려라하고내뺐다.
2239,내가 먹으려고요.,내가먹으려고요.
2240,내가 먹고 자요.,내가먹고자요.
2241,"철수는 돌이를 때리고 싶었고, 영이도 돌이를 때리고 싶었다.","철수는돌이를때리고싶었고,영이도돌이를때리고싶었다."
2242,"철수는 돌이를 때리고 싶었고, 영이도 때리고 그랬다.","철수는돌이를때리고싶었고,영이도때리고그랬다."
2243,이 옷이 나일론이다.,이옷이나일론이다.
2244,이 나일론이 이 옷이다.,이나일론이이옷이다.
2245,나는 그가 부끄럽게 느껴진다.,나는그가부끄럽게느껴진다.
2246,나는 그를 부끄럽게 느낀다.,나는그를부끄럽게느낀다.
2247,"이거 비밀인데, 그거 돌이가 망가뜨린 거 아니야.","이거비밀인데,그거돌이가망가뜨린거아니야."
2248,"이거 비밀인데, 그거 돌이가 망가뜨린 거 아니잖아.","이거비밀인데,그거돌이가망가뜨린거아니잖아."
2249,"그가 죽었다고 했지, 한데 그가 다시 살아왔어.","그가죽었다고했지,한데그가다시살아왔어."
2250,"그가 죽었다고 했지, 이런데 그가 다시 살아왔어.","그가죽었다고했지,이런데그가다시살아왔어."
2251,철수가 영이를 만나지를 않았다.,철수가영이를만나지를않았다.
2252,영이를 만나지를 철수가 않았다.,영이를만나지를철수가않았다.
2253,더구나 나는 외롭기에 찾아갔던 집인 만큼 그렇게 하자고 선뜻 승낙했었다.,더구나나는외롭기에찾아갔던집인만큼그렇게하자고선뜻승낙했었다.
2254,더구나 나는 외롭길래 찾아갔던 집인 만큼 그렇게 하자고 선뜻 승낙했었다.,더구나나는외롭길래찾아갔던집인만큼그렇게하자고선뜻승낙했었다.
2255,나는 춥다.,나는춥다.
2256,너는 춥다.,너는춥다.
2257,"영희가 오고, 철수가 떠난다.","영희가오고,철수가떠난다."
2258,그는 소주를 마시더라.,그는소주를마시더라.
2259,나는 소주를 마시더라.,나는소주를마시더라.
2260,할아버지께서는 그 책을 한 번도 안 읽으셔 봤다.,할아버지께서는그책을한번도안읽으셔봤다.
2261,철수가 가라느냐?,철수가가라느냐?
2262,철수가 가냐느냐?,철수가가냐느냐?
2263,딸애가 자라서 시인이 되었다.,딸애가자라서시인이되었다.
2264,딸애가 자라서 시인되었다.,딸애가자라서시인되었다.
2265,사과들을 많이 먹었다.,사과들을많이먹었다.
2266,참다운 사람과 같은 사람을 만나야지.,참다운사람과같은사람을만나야지.
2267,참다운 사람이 같은 사람을 만나야지.,참다운사람이같은사람을만나야지.
2268,철수는 침대에 아이를 눕혀 주었다.,철수는침대에아이를눕혀주었다.
2269,철수는 영희에게 침대에 아이를 눕혀 주었다.,철수는영희에게침대에아이를눕혀주었다.
2270,창호는 시인이고 화가이다.,창호는시인이고화가이다.
2271,창호는 시인이고서 화가이다.,창호는시인이고서화가이다.
2272,"나는 그 세탁소에 옷을 맡게 했는데, 그 세탁소는 옷을 맡지 않았다.","나는그세탁소에옷을맡게했는데,그세탁소는옷을맡지않았다."
2273,"나는 그 세탁소에 옷을 맡겼는데, 그 세탁소는 옷을 맡지 않았다.","나는그세탁소에옷을맡겼는데,그세탁소는옷을맡지않았다."
2274,앞서의 현상은 뒤따르는 현상과 상관적이다.,앞서의현상은뒤따르는현상과상관적이다.
2275,앞서의 현상은 상관적이다.,앞서의현상은상관적이다.
2276,어제 남부 지방에는 눈이 왔더라.,어제남부지방에는눈이왔더라.
2277,어제 밖에는 눈이 왔더라.,어제밖에는눈이왔더라.
2278,"그가 연주자일 때, 그는 행복해진다.","그가연주자일때,그는행복해진다."
2279,"그가 연주가일 때, 그는 행복해 진다.","그가연주가일때,그는행복해진다."
2280,철수가 갑니다그려.,철수가갑니다그려.
2281,철수가 갑니까그려?,철수가갑니까그려?
2282,철수가 아무도 만나지 않았다.,철수가아무도만나지않았다.
2283,철수가 아무도 만났다.,철수가아무도만났다.
2284,그는 아직 서 있다.,그는아직서있다.
2285,그는 아직 섰다.,그는아직섰다.
2286,그는 손을 내밀고 갔다.,그는손을내밀고갔다.
2287,그는 손을 내밀어 갔다.,그는손을내밀어갔다.
2288,그 일이 잘 될까 싶다.,그일이잘될까싶다.
2289,그 일이 왜 잘 될까 싶다.,그일이왜잘될까싶다.
2290,"죄송해요, 너무 기다리게 해서요.","죄송해요,너무기다리게해서요."
2291,죄송해요 너무 기다리게 해요.,죄송해요너무기다리게해요.
2292,그가 눈을 깜작이기 시작한다.,그가눈을깜작이기시작한다.
2293,그가 눈을 한 번 깜작이기 시작한다.,그가눈을한번깜작이기시작한다.
2294,내가 아버지가 좋다.,내가아버지가좋다.
2295,내가 아버지가 좋으시다.,내가아버지가좋으시다.
2296,철수가 많이 나무했니?,철수가많이나무했니?
2297,철수가 밥을 냉큼 먹는다.,철수가밥을냉큼먹는다.
2298,철수가 집에 냉큼 있다.,철수가집에냉큼있다.
2299,기차가 떠나면서 순이가 도착했다.,기차가떠나면서순이가도착했다.
2300,기차가 떠나며 순이가 도착했다.,기차가떠나며순이가도착했다.
2301,눈이 오는 것 같다.,눈이오는것같다.
2302,눈이 오는 것이 같다.,눈이오는것이같다.
2303,그는 그 자신을 알고 있다.,그는그자신을알고있다.
2304,그는 그 자기를 알고 있다.,그는그자기를알고있다.
2305,철수가 학교에 가지를 않았다.,철수가학교에가지를않았다.
2306,철수가 학교에 가지가 않았다,철수가학교에가지가않았다
2307,내가 친구가 많다.,내가친구가많다.
2308,내가 친구를 많다.,내가친구를많다.
2309,철수가 어제 산 말을 타기를 좋아한다.,철수가어제산말을타기를좋아한다.
2310,철수가 어제 산 말타기를 좋아한다.,철수가어제산말타기를좋아한다.
2311,갈릴레이는 지구가 자전한다고 주장하였다.,갈릴레이는지구가자전한다고주장하였다.
2312,갈릴레이는 지구가 자전하기를 주장하였다.,갈릴레이는지구가자전하기를주장하였다.
2313,혜성이는 힘이 세다. 난 그러한 남자가 좋다.,혜성이는힘이세다.난그러한남자가좋다.
2314,혜성이는 힘이 세다. 난 그리한 남자가 좋다.,혜성이는힘이세다.난그리한남자가좋다.
2315,"아저씨, 집에 가십니까?","아저씨,집에가십니까?"
2316,"아저씨, 집에 가는가?","아저씨,집에가는가?"
2317,우리가 빨리 집으로 돌아오기를 잘했다.,우리가빨리집으로돌아오기를잘했다.
2318,우리가 빨리 집으로 돌아옴을 잘했다.,우리가빨리집으로돌아옴을잘했다.
2319,철수는 아버지와 어머니를 닮았다.,철수는아버지와어머니를닮았다.
2320,철수는 어머니를 아버지와 닮았다.,철수는어머니를아버지와닮았다.
2321,아무도 영수를 만나지 않는 중이다.,아무도영수를만나지않는중이다.
2322,남호가 열심히 어려운 공부를 한다.,남호가열심히어려운공부를한다.
2323,남호가 어려운 열심히 공부를 한다.,남호가어려운열심히공부를한다.
2324,영수는 서울로 이사를 가게 되었다.,영수는서울로이사를가게되었다.
2325,그 점을 잘못 알고 있기에 원장은 여태도 그 사람들하고 쓸데없는 실랑이를 벌이고 있었다.,그점을잘못알고있기에원장은여태도그사람들하고쓸데없는실랑이를벌이고있었다.
2326,그 점을 잘못 알고 있길래 원장은 여태도 그 사람들하고 쓸데없는 실랑이를 벌이고 있었다.,그점을잘못알고있길래원장은여태도그사람들하고쓸데없는실랑이를벌이고있었다.
2327,그는 이미 광주에 갔다가 부산으로 출발했다.,그는이미광주에갔다가부산으로출발했다.
2328,그는 이미 광주에 가다가 부산으로 출발했다.,그는이미광주에가다가부산으로출발했다.
